id,year,active_year,conflict_name,dyad_name,side_a,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low
429024.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""Novo Notícias,2021-10-29,Pedreiro é assassinado na Lagoa de Extremoz""",Novo Notícias,2021-10-29,Pedreiro é assassinado na Lagoa de Extremoz,Novo Notícias,Extremoz town,"Lagoa de Extremoz, metropolitan region of Natal.",Rio Grande do Norte state,Extremoz municipality,-5.694210,-35.252480,POINT (-35.25248 -5.69421),2021-10-28 00:00:00.000,2021-10-28 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
428956.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""Novo Notícias,2021-11-08,Homem é morto com tiros na cabeça na Zona Norte""",Novo Notícias,2021-11-08,Homem é morto com tiros na cabeça na Zona Norte,Novo Notícias,Natal town,"at the intersection of Avenida Castelo Branco and Rua Tancredo Neves, in the North Zone of Natal.",Rio Grande do Norte state,Natal municipality,-5.795000,-35.209440,POINT (-35.20944 -5.795),2021-11-07 00:00:00.000,2021-11-07 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
428418.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""RN News,2021-11-15,Homem é raptado em bar e família encontra corpo com marcas de tiros na Grande Natal""",RN News,2021-11-15,Homem é raptado em bar e família encontra corpo com marcas de tiros na Grande Natal,RN News,Extremoz town,"Near Genipabu beach, on Jenipabu neighborhood, Extremoz.",Rio Grande do Norte state,Extremoz municipality,-5.694210,-35.252480,POINT (-35.25248 -5.69421),2021-11-14 00:00:00.000,2021-11-14 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
428960.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""G1,2021-11-22,Jovens de 16 e 18 anos são mortos durante tiroteio na frente de escola na Grande Natal""",G1,2021-11-22,Jovens de 16 e 18 anos são mortos durante tiroteio na frente de escola na Grande Natal,G1,Parnamirim town,"In front of the Professora Jacira Medeiros de Lima Municipal School, in the subdivision Santa Julia, municipality of Parnamirim, in Greater Natal.",Rio Grande do Norte state,Parnamirim municipality,-5.924460,-35.205660,POINT (-35.20566 -5.92446),2021-11-22 00:00:00.000,2021-11-22 00:00:00.000,0.0,0.0,2.0,0.0,2,2.0,2.0
428962.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""G1,2021-11-22,Jovens de 16 e 18 anos são mortos durante tiroteio na frente de escola na Grande Natal""",G1,2021-11-22,Jovens de 16 e 18 anos são mortos durante tiroteio na frente de escola na Grande Natal,G1,Parnamirim town,"In front of the Professora Jacira Medeiros de Lima Municipal School, in the subdivision Santa Julia.",Rio Grande do Norte state,Parnamirim municipality,-5.924460,-35.205660,POINT (-35.20566 -5.92446),2021-11-22 00:00:00.000,2021-11-22 00:00:00.000,0.0,0.0,2.0,0.0,2,2.0,2.0
428957.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""Novo Notícias,2021-11-23,Criminosos invadem casa e executam homem em frente aos pais em São Gonçalo""",Novo Notícias,2021-11-23,Criminosos invadem casa e executam homem em frente aos pais em São Gonçalo,Novo Notícias,Belo Horizonte district,"Belo Horizonte, rural area of São Gonçalo do Amarante, near the airport.",Rio Grande do Norte state,São Gonçalo do Amarante Municipality,-5.778685,-35.393400,POINT (-35.3934 -5.778685),2021-11-23 00:00:00.000,2021-11-23 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
428421.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""RN News,2021-11-24,Porteiro é assassinado a tiros dentro de guarita de condomínio na Grande Natal""",RN News,2021-11-24,Porteiro é assassinado a tiros dentro de guarita de condomínio na Grande Natal,RN News,Parnamirim town,"Parnamirim, Greater Natal",Rio Grande do Norte state,Parnamirim municipality,-5.924460,-35.205660,POINT (-35.20566 -5.92446),2021-11-23 00:00:00.000,2021-11-23 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
428422.0,2021,1.0,PCC - Sindicato RN,PCC - Sindicato RN,PCC,Sindicato RN,1.0,"""RN News,2021-12-29,Adolescente é morto a tiros na comunidade Papa Francisco em Ceará-Mirim""",RN News,2021-12-29,Adolescente é morto a tiros na comunidade Papa Francisco em Ceará-Mirim,RN News,Ceará-Mirim town,"Allotment Papa Francisco, Ceará-Mirim",Rio Grande do Norte state,Ceará-Mirim municipality,-5.634440,-35.425560,POINT (-35.42556 -5.63444),2021-12-28 00:00:00.000,2021-12-28 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
333021.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,4.0,"""Blog do Fernando Ribeiro,2018-07-13,Prisão de ""chefões"" do crime deixa Polícia em alerta ante o risco de mais mortes na guerra das facções"";""Blog do Fernando Ribeiro,2018-12-31,RETROSPECTIVA: Crise no Sistema Penitenciário e matança nas ruas na guerra de facções marcaram o Ceará em 2018"";""Blog do Fernando Ribeiro,2020-01-02,Ceará termina 2019 com 2,4 mil assassinatos. E a guerra de facções desafiou a Segurança Pública"";""Blog do Fernando Ribeiro,2018-01-02,Banho de sangue: Ceará fecha 2017 com recorde histórico de 5.131 pessoas assassinadas""",Blog do Fernando Ribeiro;Blog do Fernando Ribeiro;Blog do Fernando Ribeiro;Blog do Fernando Ribeiro,2018-07-13;2018-12-31;2020-01-02;2018-01-02,"Prisão de ""chefões"" do crime deixa Polícia em alerta ante o risco de mais mortes na guerra das facções;RETROSPECTIVA: Crise no Sistema Penitenciário e matança nas ruas na guerra de facções marcaram o Ceará em 2018;Ceará termina 2019 com 2,4 mil assassinatos. E a guerra de facções desafiou a Segurança Pública;Banho de sangue: Ceará fecha 2017 com recorde histórico de 5.131 pessoas assassinadas",Blog do Fernando Ribeiro,Ceará state,Ceará state,Ceará state,,-5.000000,-40.000000,POINT (-40 -5),2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,0.0,0.0,0.0,923.0,923,923.0,923.0
279964.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2018-07-13,Prisão de ""chefões"" do crime deixa Polícia em alerta ante o risco de mais mortes na guerra das facções""",Blog do Fernando Ribeiro,2018-07-13,"Prisão de ""chefões"" do crime deixa Polícia em alerta ante o risco de mais mortes na guerra das facções",Blog do Fernando Ribeiro,Metropolitan mesoregion of Fortaleza,,Ceará state,,-3.600000,-38.900000,POINT (-38.9 -3.6),2017-01-01 00:00:00.000,2017-07-13 00:00:00.000,0.0,0.0,0.0,1566.0,1566,1566.0,1566.0
280243.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-05-30,Novo ataque de facções criminosas atinge a delegacia de Polícia de Pacajus""",Ceara News,2017-05-30,Novo ataque de facções criminosas atinge a delegacia de Polícia de Pacajus,police,Pacajus town,Pacajus town,Ceará state,Pacajus municipality,-4.172500,-38.460560,POINT (-38.46056 -4.1725),2017-05-01 00:00:00.000,2017-05-31 00:00:00.000,0.0,0.0,0.0,14.0,14,14.0,14.0
253239.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Metropolitan mesoregion of Fortaleza,Fortaleza,Ceará state,,-3.600000,-38.900000,POINT (-38.9 -3.6),2017-05-06 00:00:00.000,2017-05-13 00:00:00.000,0.0,0.0,0.0,20.0,20,20.0,20.0
253235.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Fortaleza town,"neighborhoods Quintino Cunha and Vila Velha, in the west of the capital",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-11 00:00:00.000,2017-05-11 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253236.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Fortaleza town,Sapiranga-Coité neighborhood,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-12 00:00:00.000,2017-05-12 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
253232.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Fortaleza town,"Rua Dom Quintino, in Pirambu",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-12 00:00:00.000,2017-05-12 00:00:00.000,0.0,0.0,1.0,1.0,2,2.0,2.0
253233.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Fortaleza town,Fortaleza,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-12 00:00:00.000,2017-05-12 00:00:00.000,1.0,1.0,0.0,0.0,2,2.0,2.0
253247.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Massape Ceara,2017-06-16,""Guerra"" das Facções provoca matança no Ceará e assassinatos já passam de dois mil no estado   ➤ Link http://www.massapeceara.com/2017/06/guerra-das-faccoes-provoca-matanca-no.html#ixzz57wecx2GA  Compartilhe este conteúdo com seus amigos """,Massape Ceara,2017-06-16,"""Guerra"" das Facções provoca matança no Ceará e assassinatos já passam de dois mil no estado   ➤ Link http://www.massapeceara.com/2017/06/guerra-das-faccoes-provoca-matanca-no.html#ixzz57wecx2GA  Compartilhe este conteúdo com seus amigos",,Fortaleza town,Diadema I neighborhood in Horizonte,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-12 00:00:00.000,2017-05-12 00:00:00.000,0.0,0.0,0.0,5.0,5,5.0,5.0
253237.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Fortaleza town,neighborhood Carlito Pamplona,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-13 00:00:00.000,2017-05-13 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
253238.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza""",Blog do Fernando Ribeiro,2017-05-13,Guerra entre as facções Comando Vermelho e GDE deixa 40 mortos em uma semana nas ruas de Fortaleza,police,Jabuti town,"town of Jabuti, in the Municipality of Eusebio",Ceará state,Eusébio municipality,-3.910111,-38.520126,POINT (-38.520126 -3.910111),2017-05-13 00:00:00.000,2017-05-13 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
253262.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-05-26,Quinta-feira sangrenta na Grande Fortaleza deixa 15 mortos e cadáveres nas ruas""",Ceara News,2017-05-26,Quinta-feira sangrenta na Grande Fortaleza deixa 15 mortos e cadáveres nas ruas,Ceara News,Fortaleza town,Coaçu neighborhood,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-25 00:00:00.000,2017-05-25 00:00:00.000,0.0,1.0,0.0,0.0,1,1.0,1.0
253282.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-05-26, Confronto entre facções criminosas deixa três mortos e três feridos em Fortaleza""",Ceara News,2017-05-26,Confronto entre facções criminosas deixa três mortos e três feridos em Fortaleza,police,Fortaleza town,"Dias Macedo neighborhood, near Pinto Martins International Airport",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-05-25 00:00:00.000,2017-05-25 00:00:00.000,0.0,0.0,0.0,3.0,3,3.0,3.0
280241.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos""",Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos,police,Horizonte town,Horizonte,Ceará state,Horizonte municipality,-4.100000,-38.483330,POINT (-38.48333 -4.1),2017-06-01 00:00:00.000,2017-06-02 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
280242.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos""",Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos,police,Fortaleza town,"Vila Manoel Sátiro neighborhood, in the south of Fortaleza",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-06-01 00:00:00.000,2017-06-01 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
280239.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos""",Ceara News,2017-06-05,Guerra de facções no Ceará causa massacres diários com duplos e triplos assassinatos,police,Horizonte town,"one in the Catolé neighborhood in Horizonte; and another in the Novo Maracanaú neighborhood. On Thursday, two men were also shot in a bar, also in the Mondubim neighborhood.",Ceará state,Horizonte municipality,-4.100000,-38.483330,POINT (-38.48333 -4.1),2017-06-02 00:00:00.000,2017-06-02 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253246.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Massape Ceara,2017-06-16,""Guerra"" das Facções provoca matança no Ceará e assassinatos já passam de dois mil no estado   ➤ Link http://www.massapeceara.com/2017/06/guerra-das-faccoes-provoca-matanca-no.html#ixzz57wecx2GA  Compartilhe este conteúdo com seus amigos """,Massape Ceara,2017-06-16,"""Guerra"" das Facções provoca matança no Ceará e assassinatos já passam de dois mil no estado   ➤ Link http://www.massapeceara.com/2017/06/guerra-das-faccoes-provoca-matanca-no.html#ixzz57wecx2GA  Compartilhe este conteúdo com seus amigos",,Aquiraz town,"Porto das Dunas, in Aquiraz",Ceará state,Aquiraz municipality,-3.901390,-38.391110,POINT (-38.39111 -3.90139),2017-06-03 00:00:00.000,2017-06-03 00:00:00.000,0.0,0.0,0.0,6.0,6,6.0,6.0
280222.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Jornalista Fernando Ribeiro,2017-12-05,Ceará já registrou em 2017, 34 casos de chacinas como 121 pessoas mortas""",Blog do Jornalista Fernando Ribeiro,2017-12-05,"Ceará já registrou em 2017, 34 casos de chacinas como 121 pessoas mortas",police,Fortaleza town,"Barra do Ceará, Fortaleza",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-06-24 00:00:00.000,2017-06-24 00:00:00.000,0.0,0.0,0.0,3.0,3,3.0,3.0
253280.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-07-11, Matador da facção criminosa GDE preso logo após fuzilar membro do Comando Vermelho""",Ceara News,2017-07-11,Matador da facção criminosa GDE preso logo após fuzilar membro do Comando Vermelho,police,Guaiúba town,city of Guaiúba,Ceará state,Guaiúba municipality,-4.039720,-38.637220,POINT (-38.63722 -4.03972),2017-07-10 00:00:00.000,2017-07-10 00:00:00.000,1.0,0.0,0.0,0.0,1,1.0,1.0
253263.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-07-21, Chacina deixa população de Paraipaba temerosa por novos ataques de facções""",Ceara News,2017-07-21,Chacina deixa população de Paraipaba temerosa por novos ataques de facções,Ceara News,Paraipaba town,city of Paraipaba,Ceará state,Paraipaba municipality,-3.439440,-39.148330,POINT (-39.14833 -3.43944),2017-07-19 00:00:00.000,2017-07-19 00:00:00.000,0.0,0.0,0.0,4.0,4,4.0,4.0
253265.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-08-10, Rivalidade entre facções provoca briga de presos e deixa 3 mortos em São Gonçalo""",Ceara News,2017-08-10,Rivalidade entre facções provoca briga de presos e deixa 3 mortos em São Gonçalo,Justice and Citizenship Secretariat,Aracati town,Aracati Public Prison,Ceará state,Aracati municipality,-4.561670,-37.769720,POINT (-37.76972 -4.56167),2017-08-09 00:00:00.000,2017-08-09 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253264.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-08-10, Rivalidade entre facções provoca briga de presos e deixa 3 mortos em São Gonçalo""",Ceara News,2017-08-10,Rivalidade entre facções provoca briga de presos e deixa 3 mortos em São Gonçalo,Justice and Citizenship Secretariat,São Gonçalo do Amarante town,São Gonçalo do Amarante city,Ceará state,São Gonçalo do Amarante municipality,-3.607220,-38.968330,POINT (-38.96833 -3.60722),2017-08-10 00:00:00.000,2017-08-10 00:00:00.000,0.0,0.0,0.0,3.0,3,3.0,3.0
253283.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-08-15,Guerra de facções na Capital deixa três mortos, feridos e escola infantil invadida""",Ceara News,2017-08-15,"Guerra de facções na Capital deixa três mortos, feridos e escola infantil invadida",police,Fortaleza town,"district of Álvaro Weyne / Floresta, in the West zone of the Capital",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-08-14 00:00:00.000,2017-08-14 00:00:00.000,0.0,0.0,0.0,1.0,1,1.0,1.0
253223.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,Fortaleza,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-15 00:00:00.000,2017-09-18 00:00:00.000,0.0,0.0,0.0,9.0,9,9.0,9.0
253224.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Metropolitan mesoregion of Fortaleza,Grande Fortaleza,Ceará state,,-3.600000,-38.900000,POINT (-38.9 -3.6),2017-09-15 00:00:00.000,2017-09-18 00:00:00.000,0.0,0.0,0.0,3.0,3,3.0,3.0
253225.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Caucaia town,Caucaia,Ceará state,Caucaia municipality,-3.736110,-38.653060,POINT (-38.65306 -3.73611),2017-09-15 00:00:00.000,2017-09-18 00:00:00.000,0.0,0.0,0.0,8.0,8,8.0,8.0
253226.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Maracanaú town,Maracanaú,Ceará state,Maracanaú municipality,-3.876670,-38.625560,POINT (-38.62556 -3.87667),2017-09-15 00:00:00.000,2017-09-18 00:00:00.000,0.0,0.0,0.0,3.0,3,3.0,3.0
253216.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,"Morro de São Tiago, in Barra do Ceará",Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-16 00:00:00.000,2017-09-16 00:00:00.000,2.0,0.0,0.0,0.0,2,2.0,2.0
253217.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,Grande Castelão area,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-16 00:00:00.000,2017-09-16 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253218.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,Tauape neighborhood,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-17 00:00:00.000,2017-09-17 00:00:00.000,2.0,0.0,0.0,0.0,2,2.0,2.0
253219.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Tucunduba town,city of Tucunduba,Ceará state,Caucaia municipality,-3.868890,-38.755560,POINT (-38.75556 -3.86889),2017-09-17 00:00:00.000,2017-09-17 00:00:00.000,2.0,0.0,0.0,0.0,2,2.0,2.0
253220.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,neighborhood of Bela Vista,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-17 00:00:00.000,2017-09-17 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253221.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,Praia do Futuro,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-17 00:00:00.000,2017-09-17 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
253222.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias""",Ceara News,2017-09-18,Guerra entre Comando Vermelho e GDE deixa 32 mortos nas ruas de Fortaleza em 3 dias,Ceara News,Fortaleza town,Jardim Jatobá neighborhood in Grande Bom Jardim,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-09-17 00:00:00.000,2017-09-17 00:00:00.000,0.0,0.0,0.0,2.0,2,2.0,2.0
280154.0,2017,1.0,Comando Vermelho - GDE,Comando Vermelho - GDE,Comando Vermelho,GDE,1.0,"""Blog do Jornalista Fernando Ribeiro,2018-02-11,Violência deixou 25 mortos no fim de semana no Ceará, em assassinatos e acidentes""",Blog do Jornalista Fernando Ribeiro,2018-02-11,"Violência deixou 25 mortos no fim de semana no Ceará, em assassinatos e acidentes",police,Fortaleza town,Novo Horizonte neighborhood,Ceará state,Fortaleza municipality,-3.717220,-38.543060,POINT (-38.54306 -3.71722),2017-10-01 00:00:00.000,2017-10-31 00:00:00.000,0.0,1.0,0.0,0.0,1,1.0,1.0
